id,loan_status
58645,0.9998685797701344
58646,0.02013298208693451
58647,0.042304922200669004
58648,0.0013880082456150394
58649,0.004947406344115935
58650,0.4583360138897004
58651,0.00016633913600176776
58652,0.0005089404006330762
58653,0.019749876121994536
58654,0.0010819091270840746
58655,0.04352750269444785
58656,0.1286442518909683
58657,0.029096138968608916
58658,0.006974924648772215
58659,0.020931221215387794
58660,0.06968833112447202
58661,0.007699254534398975
58662,0.000812300969624101
58663,0.030556047155134117
58664,0.0021549362078340695
58665,0.02184786701877059
58666,0.013361793250050217
58667,0.0029542903885879496
58668,0.013581658181337757
58669,0.021341832925097576
58670,0.0015443070205849246
58671,0.18498343940422732
58672,0.0038814143976878207
58673,0.9730675219346133
58674,0.0010047450108177692
58675,0.004399033404021544
58676,0.0952062409833953
58677,0.031843531864392524
58678,0.0023364867209700476
58679,0.2851942652098438
58680,0.9741856186028878
58681,0.03949667522404524
58682,0.002654548693693067
58683,0.002912681305030963
58684,0.07356411167159936
58685,0.1699704237963237
58686,0.01505341673193907
58687,0.35794248633700215
58688,0.02097031403704242
58689,0.18290756198374886
58690,0.00010140308891389937
58691,0.02022975296402153
58692,0.025404068171822784
58693,0.0050218486204017644
58694,0.03856866479995035
58695,0.9618491141408781
58696,0.025031752255366815
58697,0.030180718077615198
58698,0.02216763076715751
58699,0.012828802821064102
58700,0.0041352944348537115
58701,0.008296664989877685
58702,0.022600727305462604
58703,0.11824434244780553
58704,0.20926394356645006
58705,0.10528856821393211
58706,0.06806054915349222
58707,0.015530497672399394
58708,0.03472069975550791
58709,0.9327485983730842
58710,0.023501973634997148
58711,0.9461961280079265
58712,0.03570363612223245
58713,0.0003700672559817001
58714,0.027668253346856804
58715,0.004066097950257705
58716,0.10977424803114348
58717,0.009458655307589357
58718,0.15688803834614287
58719,0.003282674970579257
58720,0.000659868155275395
58721,0.10764065552050184
58722,0.10421899033473142
58723,0.002726321964287519
58724,0.01100560678402372
58725,0.016177667526803285
58726,0.02532251537084182
58727,0.30196440776322353
58728,0.15765401059032533
58729,0.003752698967343236
58730,0.0013307971244228777
58731,0.021774076462765427
