id,loan_status
58645,0.9992144882650056
58646,0.026713020724418605
58647,0.6735398318795094
58648,0.007654032535019335
58649,0.027275035213421044
58650,0.9469441316364534
58651,0.0014439254938136525
58652,0.006862802994434589
58653,0.16910981305685396
58654,0.010260592530456612
58655,0.06285002409044119
58656,0.0779214924038569
58657,0.023267215710095723
58658,0.0034519322383751256
58659,0.01589213096679578
58660,0.08339692198064341
58661,0.014606965049286522
58662,0.000547687004428133
58663,0.03945052062138639
58664,0.002914925135026455
58665,0.018038041572389512
58666,0.012671703370199395
58667,0.0030800188304633846
58668,0.00991043901603564
58669,0.006655746382586465
58670,0.0014963410886714708
58671,0.33046792605455677
58672,0.004506787936086833
58673,0.9399232429075817
58674,0.0057052705040676836
58675,0.010279705240843
58676,0.16790657889981125
58677,0.03450475609294717
58678,0.0014413711066665197
58679,0.24619739406860336
58680,0.9871525707738638
58681,0.021881391781210256
58682,0.002162048460625204
58683,0.0014232454725070097
58684,0.2466881998342576
58685,0.21323964390433203
58686,0.02868580867847965
58687,0.4548782574665807
58688,0.06370183627720083
58689,0.1732228223925184
58690,0.00017968641343934165
58691,0.014583959311674388
58692,0.017144503370061133
58693,0.004930865328951354
58694,0.04320217811204434
58695,0.976251420274094
58696,0.021091800698665918
58697,0.022511703511469822
58698,0.010646394452325696
58699,0.0077059515763429785
58700,0.0038045016730112154
58701,0.006403056308664392
58702,0.025797487777735894
58703,0.071153825950382
58704,0.42121487495811893
58705,0.06017071686042399
58706,0.032485124534659425
58707,0.014776470562976391
58708,0.02291893054191301
58709,0.8184713019398707
58710,0.046740777113145594
58711,0.9307150940243755
58712,0.06034873503193914
58713,0.0001538961198613666
58714,0.028425493715043947
58715,0.005336924948726556
58716,0.12843574437895833
58717,0.012425628095550926
58718,0.18260781465082307
58719,0.010311510845992678
58720,0.0002771534206978787
58721,0.08867154249345603
58722,0.17177684786256128
58723,0.010739302799499003
58724,0.009757055992520778
58725,0.007230970655454173
58726,0.012731845076515902
58727,0.2345191401232297
58728,0.12717018399009286
58729,0.00893347126964789
58730,0.0010856863624674885
58731,0.015386913842197989
58732,0.24200963885500287
58733,0.0001370424111510342
58734,0.0025837409996733464
58735,0.020590759556867583
58736,0.04270676205011631
58737,0.017509929346675328
58738,0.9945451483874599
58739,0.13711964693299244
58740,0.9755783786218956
58741,0.03568348346807933
58742,0.0045478634156199075
58743,0.0163614179811118
58744,0.0033380764269809794
58745,0.009834048858111738
58746,0.04091841947736794
58747,0.0012193919106144448
58748,0.021212791730227432
58749,0.011253801545887857
58750,0.011432315976491178
58751,0.0634017922119531
58752,0.8749979428597104
58753,0.0026548745266037972
58754,0.04600709277184757
58755,0.10123753279752501
58756,0.006802229919204911
58757,0.016576661386450274
58758,0.01275600456499551
58759,0.0006061464540651375
58760,0.0012278191674297734
58761,0.00965711847764494
58762,0.00524838536977694
58763,0.9648272157209317
58764,0.0011704045864761364
58765,0.01585895616180107
58766,0.005362895972944454
58767,0.022936305998297872
58768,0.9446870648776471
58769,0.003832007940957559
58770,0.04296307433969317
58771,0.06749591083948168
58772,0.013239098354167315
58773,0.01768274018755672
58774,0.012476213906657974
58775,0.9320743697647412
58776,0.9134285874360849
58777,0.012377626502410522
58778,0.010338835849377198
58779,0.02634707089715734
58780,0.010449856041349495
58781,0.0020481457865293455
58782,0.05493178308049336
58783,0.047040019325480915
58784,0.008970869539798771
58785,0.001814514916378448
58786,0.05955517336300392
58787,0.030302483406877356
58788,0.11510903926757352
58789,0.027051985613582474
58790,0.02642168187623934
58791,0.07559585537886288
58792,0.00016761304778218933
58793,0.027218112208953038
58794,0.005292194573910352
58795,0.015164427710740539
58796,0.02245221567499834
58797,0.019982103559165774
58798,0.12311421452661497
58799,0.8799889461778155
58800,0.029978233783201896
58801,0.0031198440044415423
58802,0.8946338417301771
58803,0.13581432500182197
58804,0.6134772800463423
58805,0.949210320624073
58806,0.027608062296294932
58807,0.01540194396172279
58808,0.004537042152942495
58809,0.9382580445290319
58810,0.7976999171405366
58811,0.019837046708229677
58812,0.02611014220569058
58813,0.024681207507745936
58814,0.019076312516869066
58815,0.006972748282769772
58816,0.01614592261173804
58817,0.0011544484366955872
58818,0.03686305691620868
58819,0.04031504941814442
58820,0.003861871207827449
58821,0.022292207105347402
58822,0.004293854354854676
58823,0.1586880155120893
58824,0.061953112309933625
58825,0.0007164001661700469
58826,0.06658212106482793
58827,0.025297193172857873
58828,0.0030199863777038588
58829,0.18915946708289277
58830,0.012718441152335497
58831,0.18031151335927784
58832,0.007602952066980677
58833,0.006455221570126453
58834,0.006914124495266227
58835,0.981391296311697
58836,0.01914344267133682
58837,0.07862278647919196
58838,0.007014406233648507
58839,0.001066881498247625
58840,0.009200552602364302
58841,0.9497102025555858
58842,0.0008419159271678478
58843,0.015589759678716184
58844,0.04773462922814123
58845,0.06372670856753616
58846,0.00018470991985948488
58847,0.931490279306367
58848,0.04616359447844175
58849,0.037302115692742326
58850,0.017032920589589592
58851,0.07448653010157154
58852,0.4600421775901108
58853,0.039648979106453944
58854,0.9992417096421364
58855,0.24539673325143738
58856,0.004308221513157582
58857,0.04689140471093167
58858,0.13473694421056087
58859,0.01255394943489617
58860,0.0027816768452675
58861,0.03316895497523289
58862,0.1940233332582645
58863,0.21099274956555614
58864,0.021614644663400844
58865,0.3226815120160305
58866,0.01758662486600778
58867,0.00010101133017563686
58868,0.014741216030539206
58869,0.007675389968615945
58870,0.0667162810882464
58871,0.002344789222128205
58872,0.017391483070190512
58873,0.014507992350823123
58874,0.9713067334597927
58875,0.006606342331296975
58876,0.005752232598163554
58877,8.669544075496559e-05
58878,0.02247236473905228
58879,0.011950082901515672
58880,0.002528482073220896
58881,0.020003444529041535
58882,0.0023152092246403974
58883,0.05805656321907586
58884,0.1658322045450607
58885,0.19397309681714967
58886,0.0005075802858117678
58887,0.8646603576399012
58888,0.12426947467520082
58889,0.9829420494445671
58890,0.07624413804508474
58891,0.5328927464118175
58892,0.03155795595540724
58893,0.018144459464638392
58894,0.11120095780903058
58895,0.0013106374132221565
58896,0.003554527834726151
58897,0.02898203987731581
58898,0.10572872104073812
58899,0.9420106816733582
58900,0.02038209319293683
58901,0.03829178337845759
58902,0.12195469510624242
58903,0.0012697336901370646
58904,0.053084293741830726
58905,0.004696836387067008
58906,0.05024900123801986
58907,0.03709133582344606
58908,0.007258464280289994
58909,0.043979447412634785
58910,0.002047607044968721
58911,0.008148075795373022
58912,0.001392799320215296
58913,0.17173788928625763
58914,0.005741540703390442
58915,0.00943449427646684
58916,0.02740956098859827
58917,0.053811106577484724
58918,0.01664842354607306
58919,0.007358987839425325
58920,0.12391553500343896
58921,0.004852164294364471
58922,0.03973276645830988
58923,0.002577556095048856
58924,0.026624683722430886
58925,0.009742734202729269
58926,0.034120156580731045
58927,0.04804254310747531
58928,0.09287155259647643
58929,0.0025501844268784714
58930,0.014670822831210883
58931,0.9817692808834373
58932,0.987997717887408
58933,0.3720810166949834
58934,0.020766840617319808
58935,0.015061050444591318
58936,0.03381253280754466
58937,0.00965774951580953
58938,0.010042474752068565
58939,0.009781266818073082
58940,0.009682736146493731
58941,0.9554037114617259
58942,0.9169063381591662
58943,0.01609271287152304
58944,0.014628201232256522
58945,0.018230357037438874
58946,0.024764774948492302
58947,0.012140848845903671
58948,0.01953647266213073
58949,0.003842479269445418
58950,0.6664138407238156
58951,0.057962781369198094
58952,0.008294028930702161
58953,0.01335037923396081
58954,0.9950749266729128
58955,0.02425117577243263
58956,0.0008629463673076106
58957,0.9934231934250468
58958,0.9997238677687083
58959,0.007860387957654957
58960,0.03438710052945002
58961,0.005926309958423519
58962,0.07844297338072052
58963,0.08281879967616419
58964,0.01859967736844722
58965,0.023841575655588462
58966,0.01919232403371108
58967,0.004506046650821405
58968,0.01527529243311834
58969,0.12776605976530522
58970,0.009868367231855985
58971,0.10736446997323797
58972,0.018377578993563834
58973,0.9875893424282655
58974,0.06345916290423054
58975,0.055293886178330476
58976,0.020923163493372646
58977,0.034415860969052324
58978,0.030819691914256497
58979,0.017516346465109463
58980,0.00699729029669998
58981,0.002726649218103513
58982,0.005474924978025971
58983,0.004299917355865544
58984,0.01923402152134297
58985,0.0157126131884709
58986,0.9781558712026026
58987,0.00468677475569807
58988,0.028958195807831173
58989,0.034757526441950994
58990,0.0005922802721834346
58991,0.015893854350622395
58992,0.010638593507498446
58993,0.001784953020288875
58994,0.0117640372867495
58995,0.9998498503053946
58996,0.023414699788982023
58997,0.823427639093631
58998,0.003173258145930906
58999,0.01175287380751031
59000,0.07765168022340742
59001,0.1776981718409349
59002,0.07165068212148495
59003,0.06216601693962367
59004,0.04100685756984997
59005,0.0008597757258789357
59006,0.015022832188955485
59007,0.03569463571139824
59008,0.9926329559024015
59009,0.0185755556441561
59010,0.005011364452846529
59011,0.010949734363072545
59012,0.013610450621470335
59013,0.0013559265360264768
59014,0.011944529188231759
59015,0.19319323699134847
59016,0.014347286308161122
59017,0.008928373820125356
59018,0.03665848846493765
59019,0.006167592444625282
59020,0.00471446799507404
59021,0.012941733669206711
59022,0.11957904229756519
59023,0.9862413433586056
59024,0.029652541536147388
59025,0.9947768481454851
59026,0.015763611404025178
59027,0.0043256923871455135
59028,0.015484193091088122
59029,0.029614401529633905
59030,0.010099896137906919
59031,0.7734670625333848
59032,0.7722591606571687
59033,0.18940502125756922
59034,0.06434120441730937
59035,0.005410414528419549
59036,0.05127471008021045
59037,0.08943815214318605
59038,0.011788453225990507
59039,0.03800926904093223
59040,0.010138154142721
59041,0.016164880255512465
59042,0.057355150576472114
59043,0.9682864217289417
59044,0.006273243976814365
59045,0.004756915909412088
59046,0.3054020650225309
59047,0.3235503336082798
59048,0.008192420777743166
59049,0.05768078820399031
59050,0.002448095942357085
59051,0.03436152944968211
59052,0.003112022868016648
